source_word,target_word,source_pos,target_pos,morpheme,type,segments
pinzeta,pinzetka,N,N,ka,suffix,"('pinzeta', '#ka')"
stanovat,stanoviště,V,N,iště,suffix,"('stan', '#ovat', '#iště')"
termit,termitový,N,J,ový,suffix,"('termit', '#ový')"
ležák,ležákový,N,J,ový,suffix,"('ležet', '#ák', '#ový')"
ležák,ležácký,N,J,cký,suffix,"('ležet', '#ák', '#cký')"
nápoj,nápojář,N,N,ář,suffix,"('nápoj', '#ář')"
slivovice,slivovicový,N,J,ový,suffix,"('slivovice', '#ový')"
bambule,bambulka,N,N,ka,suffix,"('bambule', '#ka')"
číslo,číslovat,N,V,ovat,suffix,"('číslo', '#ovat')"
elegantní,elegantnost,J,N,ost,suffix,"('elegantní', '#ost')"
elegantní,elegantně,J,R,ě,suffix,"('elegantní', '#ě')"
mineralog,mineralogie,N,N,ie,suffix,"('mineralog', '#ie')"
mineralog,mineraložka,N,N,ka,suffix,"('mineralog', '#ka')"
návrhář,návrhářka,N,N,ka,suffix,"('ná#', 'vrh', '#ář', '#ka')"
návrhář,návrhářství,N,N,ství,suffix,"('ná#', 'vrh', '#ář', '#ství')"
návrhář,návrhářský,N,J,ský,suffix,"('ná#', 'vrh', '#ář', '#ský')"
podvazek,podvazkový,N,J,ový,suffix,"('podvazek', '#ový')"
pyžamo,pyžamko,N,N,ko,suffix,"('pyžamo', '#ko')"
smokink,smokinkový,N,J,ový,suffix,"('smokink', '#ový')"
radiomagnetofon,radiomagnetofonový,N,J,ový,suffix,"('radiomagnetofon', '#ový')"
plastelína,plastelínový,N,J,ový,suffix,"('plastelína', '#ový')"
kádr,kádrový,N,J,ový,suffix,"('kádr', '#ový')"
odchovanec,odchovankyně,N,N,kyně,suffix,"('odchovanec', '#kyně')"
olympionik,olympionička,N,N,ka,suffix,"('olympionik', '#ka')"
přestřelit,přestřelka,V,N,ka,suffix,"('přestřelit', '#ka')"
roh,roháč,N,N,áč,suffix,"('roh', '#áč')"
střelec,střelectví,N,N,ctví,suffix,"('střelit', '#ec', '#ctví')"
diskvalifikace,diskvalifikační,N,J,ní,suffix,"('diskvalifikace', '#ní')"
otrávit,otrávený,V,J,ený,suffix,"('o#', 'trávit', '#ený')"
podsvětí,podsvětní,N,J,ní,suffix,"('podsvětí', '#ní')"
demobilizace,demobilizační,N,J,ní,suffix,"('demobilizace', '#ní')"
spojenec,spojenka,N,N,ka,suffix,"('s#', 'pojit', '#ený', '#ec', '#ka')"
vlajkonoš,vlajkonoška,N,N,ka,suffix,"('vlajkonoš', '#ka')"
rozbuška,rozbuškový,N,J,ový,suffix,"('rozbuška', '#ový')"
vzduchovka,vzduchovkový,N,J,ový,suffix,"('vz#', 'duch', '#ovka', '#ový')"
degradace,degradační,N,J,ní,suffix,"('degradace', '#ní')"
hospitalizovat,hospitalizace,V,N,ace,suffix,"('hospitalizovat', '#ace')"
katapult,katapultový,N,J,ový,suffix,"('katapult', '#ový')"
křivice,křivičný,N,J,ný,suffix,"('křivý', '#ice', '#ný')"
cejn,cejnový,N,J,ový,suffix,"('cejn', '#ový')"
parma,parmový,N,J,ový,suffix,"('parma', '#ový')"
cizopasník,cizopasnický,N,J,cký,suffix,"('cizopasný', '#ík', '#cký')"
krokodýl,krokodýlek,N,N,ek,suffix,"('krokodýl', '#ek')"
námraza,námrazový,N,J,ový,suffix,"('ná#', 'mráz', '#ový')"
tát,ztát,V,V,z,prefix,"('z#', 'tát')"
bibliofil,bibliofilka,N,N,ka,suffix,"('bibliofil', '#ka')"
bibliofil,bibliofilský,N,J,ský,suffix,"('bibliofil', '#ský')"
antikvariát,antikvariátní,N,J,ní,suffix,"('antikvariát', '#ní')"
sejf,sejfový,N,J,ový,suffix,"('sejf', '#ový')"
megafon,megafonový,N,J,ový,suffix,"('megafon', '#ový')"
garáž,dvojgaráž,N,N,dvoj,prefix,"('dvoj#', 'garáž')"
hadr,hadrový,N,J,ový,suffix,"('hadr', '#ový')"
kartáč,kartáček,N,N,ek,suffix,"('kartáč', '#ek')"
nájem,nájemnice,N,N,nice,suffix,"('nájem', '#nice')"
pacient,pacientský,N,J,ský,suffix,"('pacient', '#ský')"
zasklít,zasklení,V,N,ení,suffix,"('zasklít', '#ení')"
kutil,kutilství,N,N,ství,suffix,"('kutit', '#il', '#ství')"
rošťák,rošťačka,N,N,ka,suffix,"('rošťák', '#ka')"
rošťák,rošťácký,N,J,cký,suffix,"('rošťák', '#cký')"
háčkovat,háčkování,V,N,ání,suffix,"('háčkovat', '#ání')"
teenager,teenagerka,N,N,ka,suffix,"('teenager', '#ka')"
rovný,rovno,J,R,o,suffix,"('rovný', '#o')"
etnografický,etnograficky,J,R,y,suffix,"('etnograf', '#ie', '#cký', '#y')"
slezský,slezština,J,N,ština,suffix,"('slezský', '#ština')"
advent,adventizmus,N,N,izmus,suffix,"('advent', '#izmus')"
advent,adventismus,N,N,ismus,suffix,"('advent', '#ismus')"
advent,adventista,N,N,ista,suffix,"('advent', '#ista')"
srpnový,srpnově,J,R,ě,suffix,"('srp', '#en', '#ový', '#ě')"
májový,májově,J,R,ě,suffix,"('máj', '#ový', '#ě')"
měsíčný,měsíčník,J,N,ík,suffix,"('měsíc', '#ník')"
moravský,moravština,J,N,ština,suffix,"('Morava', '#ština')"
moravský,moravsky,J,R,y,suffix,"('Morava', '#ský', '#y')"
skotský,skotština,J,N,ština,suffix,"('Skot', '#ština')"
květnový,květnově,J,R,ě,suffix,"('květ', '#en', '#ový', '#ě')"
listopadový,listopadově,J,R,ě,suffix,"('listopad', '#ový', '#ě')"
prosincový,prosincově,J,R,ě,suffix,"('pro#', 'siný', '#ový', '#ě')"
pruský,pruština,J,N,ština,suffix,"('pruský', '#ština')"
zahradník,zahradnictví,N,N,ctví,suffix,"('za#', 'hrad', '#ník', '#ství')"
Haličan,Haličanka,N,N,ka,suffix,"('Halič', '#an', '#ka')"
rusofil,rusofilka,N,N,ka,suffix,"('rusofil', '#ka')"
rusofil,rusofilský,N,J,ský,suffix,"('rusofil', '#ský')"
sukulent,sukulentní,N,J,ní,suffix,"('sukulent', '#ní')"
katolík,katolictví,N,N,ctví,suffix,"('katolík', '#ství')"
krmit,krmítko,V,N,tko,suffix,"('krm', '#it', '#tko')"
věda,vědět,N,V,ět,suffix,"('věda', '#ět')"
megalit,megalitický,N,J,cký,suffix,"('megalit', '#cký')"
brambora,brambořiště,N,N,iště,suffix,"('brambor', '#iště')"
udavač,udavačka,N,N,ka,suffix,"('u#', 'dát', '#ávat', '#č', '#ka')"
spekulant,spekulantka,N,N,ka,suffix,"('spekulant', '#ka')"
tábor,táborský,N,J,ský,suffix,"('tábor', '#ský')"
víkend,víkendovat,N,V,ovat,suffix,"('víkend', '#ovat')"
astronomický,astronomicky,J,R,y,suffix,"('astronom', '#ie', '#cký', '#y')"
disident,disidentka,N,N,ka,suffix,"('disident', '#ka')"
bouda,boudař,N,N,ař,suffix,"('bouda', '#ař')"
apokryf,apokryfní,N,J,ní,suffix,"('apokryf', '#ní')"
lyže,lyžák,N,N,ák,suffix,"('lyže', '#ák')"
tanec,tancovat,N,V,ovat,suffix,"('tanec', '#ovat')"
numizmatika,numizmatička,N,N,ka,suffix,"('numizmatika', '#ka')"
numizmatika,numizmatický,N,J,cký,suffix,"('numizmatika', '#cký')"
pokrytec,pokrytkyně,N,N,kyně,suffix,"('pokrytec', '#kyně')"
náměsíčník,náměsíčnice,N,N,ice,suffix,"('náměsíčník', '#ice')"
náměsíčník,náměsíčnický,N,J,cký,suffix,"('náměsíčník', '#cký')"
nevděk,nevděčný,N,J,ný,suffix,"('ne#', 'v#', 'děkovat', '#ný')"
lilipután,liliputánka,N,N,ka,suffix,"('lilipután', '#ka')"
zoufalý,zoufalost,J,N,ost,suffix,"('zoufat', '#lý', '#ost')"
xylofon,xylofonista,N,N,ista,suffix,"('xylofon', '#ista')"
xylofon,xylofonový,N,J,ový,suffix,"('xylofon', '#ový')"
xylofonista,xylofonistka,N,N,ka,suffix,"('xylofon', '#ista', '#ka')"
vánoční,vánočka,J,N,ka,suffix,"('Vánoce', '#ka')"
vánoční,vánočně,J,R,ě,suffix,"('Vánoce', '#ní', '#ě')"
říční,říčka,J,N,ka,suffix,"('řeka', '#ní', '#ka')"
stomatologie,stomatologický,N,J,cký,suffix,"('stomatologie', '#cký')"
utopie,utopista,N,N,ista,suffix,"('utopie', '#ista')"
utopie,utopický,N,J,cký,suffix,"('utopie', '#cký')"
monarchie,monarchický,N,J,cký,suffix,"('monarchie', '#cký')"
hrom,hromnice,N,N,nice,suffix,"('hrom', '#nice')"
hrom,hromice,N,N,ice,suffix,"('hrom', '#ice')"
hrom,hromička,N,N,ička,suffix,"('hrom', '#ička')"
kreslit,kreslič,V,N,č,suffix,"('kreslit', '#č')"
kreslit,kreslička,V,N,čka,suffix,"('kreslit', '#čka')"
kreslit,kreslený,V,J,ený,suffix,"('kreslit', '#ený')"
alergik,alergička,N,N,ka,suffix,"('alergik', '#ka')"
feudální,feudalismus,J,N,ismus,suffix,"('feudální', '#ismus')"
opis,opisovat,N,V,ovat,suffix,"('opis', '#ovat')"
marnotratný,marnotratník,J,N,ík,suffix,"('marnotratný', '#ík')"
marnotratný,marnotratnice,J,N,ice,suffix,"('marnotratný', '#ice')"
pion,pionový,N,J,ový,suffix,"('pion', '#ový')"
klaustrofobik,klaustrofobička,N,N,ka,suffix,"('klaustrofobik', '#ka')"
baryon,baryonový,N,J,ový,suffix,"('baryon', '#ový')"
formalin,formalinový,N,J,ový,suffix,"('formalin', '#ový')"
Louisiana,Louisiaňan,N,N,an,suffix,"('Louisiana', '#an')"
perestrojka,perestrojkový,N,J,ový,suffix,"('perestrojka', '#ový')"
lví,lvice,J,N,ice,suffix,"('lev', '#ice')"
nebezpečný,nebezpečenství,J,N,ství,suffix,"('ne#', 'bez#', 'péče', '#ný', '#ství')"
lano,laníčko,N,N,íčko,suffix,"('lano', '#íčko')"
mandala,mandalový,N,J,ový,suffix,"('mandala', '#ový')"
twist,twistový,N,J,ový,suffix,"('twist', '#ový')"
princip,principový,N,J,ový,suffix,"('princip', '#ový')"
Sevilla,Sevillan,N,N,an,suffix,"('Sevilla', '#an')"
polyhistor,polyhistorský,N,J,ský,suffix,"('polyhistor', '#ský')"
presbyter,presbyterský,N,J,ský,suffix,"('presbyter', '#ský')"
Samarkand,Samarkanďan,N,N,an,suffix,"('Samarkand', '#an')"
slum,slumový,N,J,ový,suffix,"('slum', '#ový')"
spinet,spinetový,N,J,ový,suffix,"('spinet', '#ový')"
triptych,triptychový,N,J,ový,suffix,"('triptych', '#ový')"
volt,voltový,N,J,ový,suffix,"('volt', '#ový')"
maraton,maratonkyně,N,N,kyně,suffix,"('maraton', '#kyně')"
huť,hutný,N,J,ný,suffix,"('huť', '#ný')"
hutník,hutnictví,N,N,ctví,suffix,"('huť', '#ník', '#nictví')"
hutník,hutnický,N,J,cký,suffix,"('huť', '#ník', '#cký')"
nedotknutelný,nedotknutelnost,J,N,ost,suffix,"('nedotknutelný', '#ost')"
rašelina,rašeliník,N,N,ík,suffix,"('rašelina', '#ík')"
rašelina,rašelinný,N,J,ný,suffix,"('rašelina', '#ný')"
beletristika,beletristický,N,J,cký,suffix,"('beletristika', '#cký')"
participium,participiální,N,J,ální,suffix,"('participium', '#ální')"
futurum,futurální,N,J,ální,suffix,"('futurum', '#ální')"
xerox,xeroxový,V,J,ový,suffix,"('xerox', '#ový')"
xerox,xeroxovat,V,V,ovat,suffix,"('xerox', '#ovat')"
sumo,sumista,N,N,ista,suffix,"('sumo', '#ista')"
blogger,bloggerka,N,N,ka,suffix,"('blogger', '#ka')"
vamp,vampský,N,J,ský,suffix,"('vamp', '#ský')"
vamp,vampovský,N,J,ovský,suffix,"('vamp', '#ovský')"
harddisk,harddiskový,N,J,ový,suffix,"('harddisk', '#ový')"
Aristoteles,Aristotelův,N,J,ův,suffix,"('Aristoteles', '#ův')"
negativ,negativový,N,J,ový,suffix,"('negativ', '#ový')"
archeolog,archeologie,N,N,ie,suffix,"('archeolog', '#ie')"
okrasa,okrasný,N,J,ný,suffix,"('o#', 'krása', '#ný')"
donašeč,donašečka,N,N,ka,suffix,"('donašeč', '#ka')"
vitráž,vitrážní,N,J,ní,suffix,"('vitráž', '#ní')"
čtvrtohory,čtvrtohorní,N,J,ní,suffix,"('čtvrtohory', '#ní')"
Samoan,Samoanka,N,N,ka,suffix,"('Samoa', '#an', '#ka')"
říše,říšan,N,N,an,suffix,"('říše', '#an')"
extrovert,extrovertka,N,N,ka,suffix,"('extrovert', '#ka')"
grónský,grónština,J,N,ština,suffix,"('grónský', '#ština')"
kočovný,kočovnice,J,N,ice,suffix,"('kočovat', '#ný', '#ice')"
barometr,barometrický,N,J,cký,suffix,"('barometr', '#cký')"
milovník,milovnice,N,N,ice,suffix,"('milý', '#ovat', '#nice')"
trilobit,trilobitový,N,J,ový,suffix,"('trilobit', '#ový')"
genetika,genetický,J,J,cký,suffix,"('genetik', '#a', '#ský')"
glóbus,glóbusový,N,J,ový,suffix,"('glóbus', '#ový')"
stereotyp,stereotypový,N,J,ový,suffix,"('stereotyp', '#ový')"
placebo,placebový,N,J,ový,suffix,"('placebo', '#ový')"
Sofian,Sofianka,J,N,ka,suffix,"('Sofia', '#an', '#ka')"
Káhiřan,Káhiřanka,N,N,ka,suffix,"('Káhiřan', '#ka')"
tibetský,tibetština,J,N,ština,suffix,"('Tibet', '#ský', '#ština')"
iluzionista,iluzionistka,N,N,ka,suffix,"('iluzionista', '#ka')"
rapper,rapperský,N,J,ský,suffix,"('rapper', '#ský')"
rocker,rockerka,N,N,ka,suffix,"('rocker', '#ka')"
rocker,rockerský,N,J,ský,suffix,"('rocker', '#ský')"
esperantista,esperantistka,N,N,ka,suffix,"('esperanto', '#ista', '#ka')"
esperantista,esperantistický,N,J,cký,suffix,"('esperanto', '#ista', '#cký')"
maturant,maturantka,N,N,ka,suffix,"('maturant', '#ka')"
mandarín,mandarínský,N,J,ský,suffix,"('mandarín', '#ský')"
saxofonista,saxofonistka,N,N,ka,suffix,"('saxofon', '#ista', '#ka')"
motocyklista,motocyklistický,N,J,cký,suffix,"('motocykl', '#ista', '#cký')"
epidemie,epidemiolog,N,N,log,suffix,"('epidemie', '#log')"
germanista,germanistka,N,N,ka,suffix,"('Germán', '#ista', '#ka')"
germanista,germanistický,N,J,cký,suffix,"('Germán', '#ista', '#cký')"
okupant,okupantka,N,N,ka,suffix,"('okupant', '#ka')"
okupant,okupantský,N,J,ský,suffix,"('okupant', '#ský')"
podnikavý,podnikavost,J,N,ost,suffix,"('podnik', '#avý', '#ost')"
úřední,úřednice,J,N,ice,suffix,"('ú#', 'řád', '#ní', '#ice')"
Padova,Padovan,N,N,an,suffix,"('Padova', '#an')"
Perugia,Perugian,N,N,an,suffix,"('Perugia', '#an')"
Perugia,Perugianka,N,N,ka,suffix,"('Perugia', '#ka')"
Siena,Sieňan,N,N,an,suffix,"('Siena', '#an')"
bonapartista,bonapartistka,N,N,ka,suffix,"('bonapartista', '#ka')"
nihilista,nihilistka,N,N,ka,suffix,"('nihilista', '#ka')"
nihilista,nihilistický,N,J,cký,suffix,"('nihilista', '#cký')"
pětiúhelník,pětiúhelníkový,N,J,ový,suffix,"('pětiúhelník', '#ový')"
šestiúhelník,šestiúhelníkový,N,J,ový,suffix,"('šestiúhelník', '#ový')"
matador,matadorský,N,J,ský,suffix,"('matador', '#ský')"
elektromagnetický,elektromagnetičnost,J,N,ost,suffix,"('elektro#', 'magnet', '#cký', '#ost')"
korupce,korupčník,N,N,ník,suffix,"('korupce', '#ník')"
introvert,introvertka,N,N,ka,suffix,"('introvert', '#ka')"
šovinista,šovinistka,N,N,ka,suffix,"('šovinista', '#ka')"
totem,totemový,N,J,ový,suffix,"('totem', '#ový')"
totem,totemický,N,J,cký,suffix,"('totem', '#cký')"
vizionář,vizionářka,N,N,ka,suffix,"('vizionář', '#ka')"
plechový,plechovka,J,N,ka,suffix,"('plech', '#ovka')"
telefonista,telefonistka,N,N,ka,suffix,"('telefon', '#ista', '#ka')"
aritmetika,aritmetický,N,J,cký,suffix,"('aritmetika', '#ský')"
mandolinista,mandolinistka,N,N,ka,suffix,"('mandolinista', '#ka')"
dumping,dumpingový,N,J,ový,suffix,"('dumping', '#ový')"
Havel,Havelek,N,N,ek,suffix,"('Havel', '#ek')"
vyděrač,vyděračka,N,N,ka,suffix,"('vydírat', '#č', '#ka')"
vydírat,vyděrač,V,N,ač,suffix,"('vydírat', '#č')"
gameta,gametový,N,J,ový,suffix,"('gameta', '#ový')"
gameta,gametický,N,J,cký,suffix,"('gameta', '#cký')"
ideál,ideální,N,J,ní,suffix,"('ideál', '#ní')"
číše,číška,N,N,ka,suffix,"('číše', '#ka')"
číše,číšník,N,N,ník,suffix,"('číše', '#ník')"
kronikář,kronikářství,N,N,ství,suffix,"('kronika', '#ář', '#ství')"
kronikář,kronikářský,N,J,ský,suffix,"('kronika', '#ář', '#ský')"
cirkusák,cirkusačka,N,N,ka,suffix,"('cirkus', '#ák', '#ka')"
benzen,benzenový,N,J,ový,suffix,"('benzen', '#ový')"
informatik,informatika,N,N,a,suffix,"('informatik', '#a')"
informatik,informatička,N,N,ka,suffix,"('informatik', '#ka')"
papežský,protipapežský,J,J,proti,prefix,"('proti#', 'papež', '#ský')"
violoncellista,violoncellistka,N,N,ka,suffix,"('violoncello', '#ista', '#ka')"
havajský,havajština,J,N,ština,suffix,"('Havaj', '#ština')"
zprostředkovatel,zprostředkovatelka,N,N,ka,suffix,"('zprostředkovat', '#tel', '#ka')"
zprostředkovat,zprostředkovatel,V,N,tel,suffix,"('zprostředkovat', '#tel')"
zprostředkovat,zprostředkování,V,N,ání,suffix,"('zprostředkovat', '#ání')"
keltský,keltština,J,N,ština,suffix,"('Kelt', '#ský', '#ština')"
patolízal,patolízalka,N,N,ka,suffix,"('patolízal', '#ka')"
nepřítomný,nepřítomnost,J,N,ost,suffix,"('ne#', 'přitom', '#ný', '#ost')"
farní,farník,J,N,ík,suffix,"('fara', '#ník')"
farní,farnice,J,N,ice,suffix,"('fara', '#ní', '#ice')"
Maur,Maurka,N,N,ka,suffix,"('Maur', '#ka')"
cesmína,cesmínovitý,N,J,ovitý,suffix,"('cesmína', '#ovitý')"
Metoděj,Metodějek,N,N,ek,suffix,"('Metoděj', '#ek')"
atrakce,atrakční,N,J,ní,suffix,"('atrakce', '#ní')"
vstřícný,vstřícně,J,R,ě,suffix,"('vstřícný', '#ě')"
indonéský,indonéština,J,N,ština,suffix,"('Indonésie', '#ština')"
workoholik,workoholička,N,N,ka,suffix,"('workoholik', '#ka')"
agitovat,agitace,V,N,ace,suffix,"('agitovat', '#ace')"
pečetit,pečetidlo,V,N,dlo,suffix,"('pečetit', '#dlo')"
eternit,eternitový,N,J,ový,suffix,"('eternit', '#ový')"
teodolit,teodolitový,N,J,ový,suffix,"('teodolit', '#ový')"
kraul,kraulař,N,N,ař,suffix,"('kraul', '#ař')"
kraul,kraulový,N,J,ový,suffix,"('kraul', '#ový')"
zabiják,zabijačka,N,N,ka,suffix,"('za#', 'bít', '#ák', '#ka')"
klapka,klapkový,N,J,ový,suffix,"('klapka', '#ový')"
Hana,Haninka,N,N,inka,suffix,"('Hana', '#inka')"
kontrabasista,kontrabasistka,N,N,ka,suffix,"('kontra#', 'bas', '#ista', '#ka')"
raut,rautový,N,J,ový,suffix,"('raut', '#ový')"
gastronomie,gastronomický,N,J,cký,suffix,"('gastronomie', '#cký')"
Burgund,Burgundsko,N,N,sko,suffix,"('Burgund', '#sko')"
Burgund,Burgunďan,N,N,an,suffix,"('Burgund', '#an')"
Burgund,Burgundka,N,N,ka,suffix,"('Burgund', '#ka')"
Mojmír,Mojmírek,N,N,ek,suffix,"('Mojmír', '#ek')"
Mojmír,Mojmíra,N,N,a,suffix,"('Mojmír', '#a')"
pieta,pietní,N,J,ní,suffix,"('pieta', '#ní')"
makulatura,makulaturní,N,J,ní,suffix,"('makulatura', '#ní')"
krajina,krajinový,N,J,ový,suffix,"('kraj', '#ina', '#ový')"
krajina,krajinský,N,J,ský,suffix,"('kraj', '#ina', '#ský')"
chleba,chlebový,N,J,ový,suffix,"('chleba', '#ový')"
Zora,Zorka,N,N,ka,suffix,"('Zora', '#ka')"
Saigon,Saigoňan,N,N,an,suffix,"('Saigon', '#an')"
kardiolog,kardiologie,N,N,ie,suffix,"('kardiolog', '#ie')"
kartograf,kartografie,N,N,ie,suffix,"('kartograf', '#ie')"
kartograf,kartografka,N,N,ka,suffix,"('kartograf', '#ka')"
individualista,individualistka,N,N,ka,suffix,"('individualista', '#ka')"
individualista,individualistický,N,J,cký,suffix,"('individualista', '#cký')"
raný,poloraný,J,J,polo,prefix,"('polo#', 'raný')"
belhat,belhavý,V,J,avý,suffix,"('belhat', '#avý')"
vraždit,vraždění,V,N,ní,suffix,"('vražda', '#it', '#ní')"
kopírovat,kopírování,V,N,ání,suffix,"('kopírovat', '#ání')"
vysvětlit,vysvětlovat,V,V,ovat,suffix,"('vy#', 'světlo', '#ovat')"
kozel,kozlíček,N,N,íček,suffix,"('koza', '#el', '#íček')"
schovaný,schovanec,J,N,ec,suffix,"('s#', 'chovanec')"
porovnat,porovnání,V,N,ání,suffix,"('po#', 'rovný', '#at', '#ání')"
maličký,maličkost,J,N,ost,suffix,"('malý', '#ičký', '#ost')"
početný,početnost,J,N,ost,suffix,"('počet', '#ný', '#ost')"
extrémní,extrémnost,J,N,ost,suffix,"('extrém', '#ní', '#ost')"
nachový,nachovost,J,N,ost,suffix,"('nach', '#ový', '#ost')"
nachový,nachově,J,R,ě,suffix,"('nach', '#ový', '#ě')"
vyzvědač,vyzvědačka,N,N,ka,suffix,"('vyzvědač', '#ka')"
vyzvědač,vyzvědačství,N,N,ství,suffix,"('vyzvědač', '#ství')"
vyzvědač,vyzvědačský,N,J,ský,suffix,"('vyzvědač', '#ský')"
lahodný,lahodnost,J,N,ost,suffix,"('lahoda', '#ný', '#ost')"
dědit,dědička,V,N,čka,suffix,"('děd', '#a', '#ic', '#ka')"
džungle,džunglový,N,J,ový,suffix,"('džungle', '#ový')"
gratulovat,gratulace,V,N,ace,suffix,"('gratulovat', '#ace')"
masochista,masochistka,N,N,ka,suffix,"('masochista', '#ka')"
masochista,masochistický,N,J,cký,suffix,"('masochista', '#cký')"
onanista,onanistka,N,N,ka,suffix,"('onanista', '#ka')"
libovolný,libovolně,J,R,ě,suffix,"('libovolný', '#ě')"
neúspěšný,neúspěšnost,J,N,ost,suffix,"('ne#', 'úspěch', '#ný', '#ost')"
agresivní,agresivnost,J,N,ost,suffix,"('agresivní', '#ost')"
červenavý,červenavě,J,R,ě,suffix,"('červ', '#ný', '#avý', '#ě')"
rezavý,rezavost,J,N,ost,suffix,"('rez', '#avý', '#ost')"
kouzelník,kouzelní,N,J,í,suffix,"('kouzlo', '#ník', '#í')"
nepřímý,nepřímo,J,R,o,suffix,"('ne#', 'přímý', '#o')"
pipeta,pipetovat,N,V,ovat,suffix,"('pipeta', '#ovat')"
kratochvíle,kratochvílný,N,J,ný,suffix,"('kratochvíle', '#ný')"
pornografie,pornografický,N,J,cký,suffix,"('pornograf', '#cký')"
schizofrenie,schizofrenický,N,J,cký,suffix,"('schizofrenie', '#cký')"
farmakologie,farmakologický,N,J,cký,suffix,"('farmakologie', '#cký')"
skald,skaldský,N,J,ský,suffix,"('skald', '#ský')"
skald,skaldický,N,J,cký,suffix,"('skald', '#cký')"
konkurent,konkurentka,N,N,ka,suffix,"('konkurent', '#ka')"
astrofyzika,astrofyzický,N,J,cký,suffix,"('astro#', 'fyzika', '#cký')"
neposlušný,neposlušnost,J,N,ost,suffix,"('neposlušný', '#ost')"
kastrát,kastrátství,N,N,ství,suffix,"('kastrát', '#ství')"
kastrát,kastrátský,N,J,ský,suffix,"('kastrát', '#ský')"
poustevník,poustevnictví,N,N,ctví,suffix,"('poustevna', '#ník', '#ctví')"
falus,falický,N,J,cký,suffix,"('falus', '#cký')"
falus,falický,N,J,ický,suffix,"('falus', '#cký')"
modravý,modravost,J,N,ost,suffix,"('modrý', '#avý', '#ost')"
jinotaj,jinotajný,N,J,ný,suffix,"('jinotaj', '#ný')"
harpuna,harpunový,N,J,ový,suffix,"('harpuna', '#ový')"
ichtyolog,ichtyologie,N,N,ie,suffix,"('ichtyolog', '#ie')"
ichtyolog,ichtyoložka,N,N,ka,suffix,"('ichtyolog', '#ka')"
kastrovat,kastrace,V,N,ace,suffix,"('kastrovat', '#ace')"
lukostřelec,lukostřelkyně,N,N,kyně,suffix,"('lukostřelec', '#kyně')"
obnova,obnovit,N,V,it,suffix,"('obnova', '#it')"
obnova,obnovitel,N,N,el,suffix,"('obnova', '#el')"
kurdský,kurdština,J,N,ština,suffix,"('Kurd', '#ština')"
paňdžábský,paňdžábština,J,N,ština,suffix,"('Paňdžáb', '#ština')"
blasfemický,blasfemicky,J,R,y,suffix,"('blasfemie', '#cký', '#y')"
přistěhovalec,přistěhovalkyně,N,N,kyně,suffix,"('přistěhovalec', '#kyně')"
přistěhovalec,přistěhovalectví,N,N,ctví,suffix,"('přistěhovalec', '#ství')"
přistěhovalec,přistěhovalecký,N,J,cký,suffix,"('přistěhovalec', '#cký')"
lidojed,lidojedský,N,J,ský,suffix,"('lidojed', '#ský')"
lidojed,lidojedka,N,N,ka,suffix,"('lidojed', '#ka')"
nekonečno,nekonečný,N,J,ý,suffix,"('ne#', 'konec', '#ný')"
rozmarýna,rozmarýnový,N,J,ový,suffix,"('rozmarýna', '#ový')"
identifikace,identifikační,N,J,ní,suffix,"('identifikovat', '#ace', '#ní')"
noclehárna,noclehárnička,N,N,ička,suffix,"('nocleh', '#árna', '#ička')"
kýl,kýlový,N,J,ový,suffix,"('kýl', '#ový')"
fluktuace,fluktuační,N,J,ní,suffix,"('fluktuace', '#ní')"
slad,sladina,N,N,ina,suffix,"('slad', '#ina')"
atentát,atentátnice,N,N,nice,suffix,"('atentát', '#nice')"
ovál,oválný,N,J,ný,suffix,"('ovál', '#ný')"
ovál,oválový,N,J,ový,suffix,"('ovál', '#ový')"
kudrna,kudrnáč,N,N,áč,suffix,"('kudrna', '#atý', '#áč')"
rigorózní,rigoróznost,J,N,ost,suffix,"('rigorózní', '#ost')"
rigorózní,rigorózně,J,R,ě,suffix,"('rigorózní', '#ě')"
dohad,dohadovat,N,V,ovat,suffix,"('dohad', '#ovat')"
kofein,kofeinový,N,J,ový,suffix,"('kofein', '#ový')"
gratulace,gratulační,N,J,ní,suffix,"('gratulovat', '#ace', '#ní')"
morfium,morfiový,N,J,ový,suffix,"('morfium', '#ový')"
intenzivní,intenzivnost,J,N,ost,suffix,"('intenzivní', '#ost')"
Rostislav,Rostislavek,N,N,ek,suffix,"('Rostislav', '#ek')"
Bonifác,Bonifácek,N,N,ek,suffix,"('Bonifác', '#ek')"
Medard,Medardek,N,N,ek,suffix,"('Medard', '#ek')"
Vít,Vítek,N,N,ek,suffix,"('Vít', '#ek')"
Bohumír,Bohumíra,N,N,a,suffix,"('Bohumír', '#a')"
Bohumír,Bohumírův,N,J,ův,suffix,"('Bohumír', '#ův')"
Klement,Klementek,N,N,ek,suffix,"('Klement', '#ek')"
Klement,Klementina,N,N,ina,suffix,"('Klement', '#ina')"
Klement,Klementův,N,J,ův,suffix,"('Klement', '#ův')"
Radan,Radana,N,N,a,suffix,"('Radan', '#a')"
Albína,Albínka,N,N,ka,suffix,"('Albín', '#a', '#ka')"
Jiřina,Jiřinka,N,N,ka,suffix,"('Jiří', '#ina', '#ka')"
Světlana,Světlanka,N,N,ka,suffix,"('Světlana', '#ka')"
Světlana,Světlanin,N,J,in,suffix,"('Světlana', '#in')"
